Run,BioSample,SampleName,LibraryName,LibraryStrategy,LibrarySource,LibraryLayout,Platform,Model,spots,bases,avgLength,size_MB,download_path
SRR18340980,SAMN26732515,HTP_3_14_21,HTP_3_14_21,RNA-Seq,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,54137635,10935802270,202,3307,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18340/SRR18340980/SRR18340980.lite.1
SRR18340979,SAMN26732516,HTP_3_16_21,HTP_3_16_21,RNA-Seq,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,40274906,8135531012,202,2415,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR018/18340/SRR18340979/SRR18340979.lite.1
SRR18340973,SAMN26732521,HTP_3_25_2021,HTP_3_25_2021,RNA-Seq,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,17319354,3498509508,202,1054,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR018/18340/SRR18340973/SRR18340973.lite.1
SRR18340974,SAMN26732520,HTP_3_23_2021,HTP_3_23_2021,RNA-Seq,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,24095711,4867333622,202,1470,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR018/18340/SRR18340974/SRR18340974.lite.1
SRR18340975,SAMN26732519,HTP_3_21_2021,HTP_3_21_2021,RNA-Seq,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,20956204,4233153208,202,1305,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR018/18340/SRR18340975/SRR18340975.lite.1
SRR18340976,SAMN26732518,HTP_3_2_21,HTP_3_2_21,RNA-Seq,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,15857561,3203227322,202,961,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR018/18340/SRR18340976/SRR18340976.lite.1
SRR18340977,SAMN26732517,HTP_3_18_2021,HTP_3_18_2021,RNA-Seq,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,28403414,5737489628,202,1726,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR018/18340/SRR18340977/SRR18340977.lite.1
SRR18340972,SAMN26732522,HTP_3_29_2021,HTP_3_29_2021,RNA-Seq,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,19159183,3870154966,202,1173,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR018/18340/SRR18340972/SRR18340972.lite.1
SRR18340971,SAMN26732523,HTP_3_30_2021,HTP_3_30_2021,RNA-Seq,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,25250160,5100532320,202,1514,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR018/18340/SRR18340971/SRR18340971.lite.1
SRR18340970,SAMN26732524,HTP_3_31_2021,HTP_3_31_2021,RNA-Seq,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,20116820,4063597640,202,1233,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR018/18340/SRR18340970/SRR18340970.lite.1
SRR18340969,SAMN26732525,HTP_3_4_21,HTP_3_4_21,RNA-Seq,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,81545969,16472285738,202,4986,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18340/SRR18340969/SRR18340969.lite.1
SRR18340968,SAMN26732526,HTP_3_7_21,HTP_3_7_21,RNA-Seq,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,45970871,9286115942,202,2830,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR018/18340/SRR18340968/SRR18340968.lite.1
SRR18340963,SAMN26732530,HTP_4_25_2021,HTP_4_25_2021,RNA-Seq,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,24205139,4889438078,202,1467,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18340/SRR18340963/SRR18340963.lite.1
SRR18340964,SAMN26732529,HTP_4_22_2021,HTP_4_22_2021,RNA-Seq,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,22475531,4540057262,202,1354,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR018/18340/SRR18340964/SRR18340964.lite.1
SRR18340965,SAMN26732528,HTP_4_15_2021,HTP_4_15_2021,RNA-Seq,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,16175837,3267519074,202,1008,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR018/18340/SRR18340965/SRR18340965.lite.1
SRR18340966,SAMN26732527,HTP_3_9_21,HTP_3_9_21,RNA-Seq,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,32992693,6664523986,202,2094,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR018/18340/SRR18340966/SRR18340966.lite.1
SRR18340962,SAMN26732531,HTP_4_26_2021,HTP_4_26_2021,RNA-Seq,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,26741133,5401708866,202,1626,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR018/18340/SRR18340962/SRR18340962.lite.1
SRR18340961,SAMN26732532,HTP_4_29_2021,HTP_4_29_2021,RNA-Seq,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,18130763,3662414126,202,1117,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR018/18340/SRR18340961/SRR18340961.lite.1
SRR18340960,SAMN26732533,HTP_4_4_2021,HTP_4_4_2021,RNA-Seq,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,33474083,6761764766,202,2070,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR018/18340/SRR18340960/SRR18340960.lite.1
SRR18340959,SAMN26732534,HTP_4_6_2021,HTP_4_6_2021,RNA-Seq,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,33283433,6723253466,202,2047,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR018/18340/SRR18340959/SRR18340959.lite.1
SRR18340958,SAMN26732535,HTP_4_8_2021,HTP_4_8_2021,RNA-Seq,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,26253383,5303183366,202,1644,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR018/18340/SRR18340958/SRR18340958.lite.1
SRR19607376,SAMN28950087,HTP_4_26_2021_enriched,HTP_4_26_2021_enriched,Targeted-Capture,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,9615520,1942335040,202,585,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR019/19607/SRR19607376/SRR19607376.lite.1
SRR19607378,SAMN28950086,HTP_4_25_2021_enriched,HTP_4_25_2021_enriched,Targeted-Capture,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,723864,146220528,202,43,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19607/SRR19607378/SRR19607378.lite.1
SRR19607365,SAMN28950092,HTP_4_8_2021_enriched,HTP_4_8_2021_enriched,Targeted-Capture,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,1411945,285212890,202,88,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR019/19607/SRR19607365/SRR19607365.lite.1
SRR19607368,SAMN28950091,HTP_4_6_2021_enriched,HTP_4_6_2021_enriched,Targeted-Capture,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,7190288,1452438176,202,468,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR019/19607/SRR19607368/SRR19607368.lite.1
SRR19607370,SAMN28950090,HTP_4_4_2021_enriched,HTP_4_4_2021_enriched,Targeted-Capture,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,1341523,270987646,202,84,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR019/19607/SRR19607370/SRR19607370.lite.1
SRR19607372,SAMN28950089,HTP_4_29_2021_enriched,HTP_4_29_2021_enriched,Targeted-Capture,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,4793499,968286798,202,293,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR019/19607/SRR19607372/SRR19607372.lite.1
SRR19607374,SAMN28950088,HTP_4_29_2021_amplicon,HTP_4_29_2021_amplicon,AMPLICON,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,11582093,3497792086,302,1131,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR019/19607/SRR19607374/SRR19607374.lite.1
SRR19607353,SAMN28950096,HTP_5_16_2021_enriched,HTP_5_16_2021_enriched,Targeted-Capture,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,2036468,411366536,202,133,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19607/SRR19607353/SRR19607353.lite.1
SRR19607357,SAMN28950095,HTP_5_13_2021_enriched,HTP_5_13_2021_enriched,Targeted-Capture,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,192499,38884798,202,12,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR019/19607/SRR19607357/SRR19607357.lite.1
SRR19607360,SAMN28950094,HTP_5_11_2021_enriched,HTP_5_11_2021_enriched,Targeted-Capture,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,616481,124529162,202,37,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR019/19607/SRR19607360/SRR19607360.lite.1
SRR19607362,SAMN28950093,HTP_5_1_2020_amplicon,HTP_5_1_2020_amplicon,AMPLICON,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,12679234,3829128668,302,1229,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR019/19607/SRR19607362/SRR19607362.lite.1
SRR19607351,SAMN28950097,HTP_5_18_2021_enriched,HTP_5_18_2021_enriched,Targeted-Capture,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,3000317,606064034,202,186,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19607/SRR19607351/SRR19607351.lite.1
SRR19607345,SAMN28950099,HTP_5_20_2021_enriched,HTP_5_20_2021_enriched,Targeted-Capture,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,1640733,331428066,202,99,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19607/SRR19607345/SRR19607345.lite.1
SRR19607343,SAMN28950100,HTP_5_23_2021_amplicon,HTP_5_23_2021_amplicon,AMPLICON,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,13853641,4183799582,302,1324,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19607/SRR19607343/SRR19607343.lite.1
SRR19607341,SAMN28950101,HTP_5_23_2021_enriched,HTP_5_23_2021_enriched,Targeted-Capture,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,5117151,1033664502,202,316,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR019/19607/SRR19607341/SRR19607341.lite.1
SRR19607348,SAMN28950098,HTP_5_2_2021_enriched,HTP_5_2_2021_enriched,Targeted-Capture,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,12571009,2539343818,202,762,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19607/SRR19607348/SRR19607348.lite.1
SRR19607339,SAMN28950102,HTP_5_24_2021_enriched,HTP_5_24_2021_enriched,Targeted-Capture,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,2258550,456227100,202,139,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19607/SRR19607339/SRR19607339.lite.1
SRR19607337,SAMN28950103,HTP_5_25_2021_enriched,HTP_5_25_2021_enriched,Targeted-Capture,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,6808140,1375244280,202,425,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR019/19607/SRR19607337/SRR19607337.lite.1
SRR19607335,SAMN28950104,HTP_5_26_2020_amplicon,HTP_5_26_2020_amplicon,AMPLICON,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,12110317,3657315734,302,1156,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR019/19607/SRR19607335/SRR19607335.lite.1
SRR19607333,SAMN28950105,HTP_5_27_2020_amplicon,HTP_5_27_2020_amplicon,AMPLICON,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,10806609,3263595918,302,1044,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR019/19607/SRR19607333/SRR19607333.lite.1
SRR19607329,SAMN28950106,HTP_5_28_2020_amplicon,HTP_5_28_2020_amplicon,AMPLICON,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,9891810,2987326620,302,963,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR019/19607/SRR19607329/SRR19607329.lite.1
SRR19607327,SAMN28950107,HTP_5_31_2021_amplicon,HTP_5_31_2021_amplicon,AMPLICON,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,14019894,4234007988,302,1356,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR019/19607/SRR19607327/SRR19607327.lite.1
SRR19607324,SAMN28950108,HTP_5_31_2021_enriched,HTP_5_31_2021_enriched,Targeted-Capture,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,1652321,333768842,202,102,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR019/19607/SRR19607324/SRR19607324.lite.1
SRR19607321,SAMN28950109,HTP_5_4_2021_enriched,HTP_5_4_2021_enriched,Targeted-Capture,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,5780408,1167642416,202,350,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR019/19607/SRR19607321/SRR19607321.lite.1
SRR19607319,SAMN28950110,HTP_5_6_2021_enriched,HTP_5_6_2021_enriched,Targeted-Capture,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,78464,15849728,202,4,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR019/19607/SRR19607319/SRR19607319.lite.1
SRR19607316,SAMN28950111,HTP_5_9_2021_enriched,HTP_5_9_2021_enriched,Targeted-Capture,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,730641,147589482,202,44,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR019/19607/SRR19607316/SRR19607316.lite.1
SRR19607212,SAMN28950033,HTP_1_10_21_enriched,HTP_1_10_21_enriched,Targeted-Capture,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,2907568,587328736,202,171,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR019/19607/SRR19607212/SRR19607212.lite.1
SRR19607202,SAMN28950037,HTP_1_21_2021_amplicon,HTP_1_21_2021_amplicon,AMPLICON,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,10513458,3175064316,302,1031,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19607/SRR19607202/SRR19607202.lite.1
SRR19607204,SAMN28950036,HTP_1_19_21_enriched,HTP_1_19_21_enriched,Targeted-Capture,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,3460305,698981610,202,206,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR019/19607/SRR19607204/SRR19607204.lite.1
SRR19607208,SAMN28950035,HTP_1_14_21_enriched,HTP_1_14_21_enriched,Targeted-Capture,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,1762863,356098326,202,104,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR019/19607/SRR19607208/SRR19607208.lite.1
SRR19607210,SAMN28950034,HTP_1_12_21_enriched,HTP_1_12_21_enriched,Targeted-Capture,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,2477084,500370968,202,150,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR019/19607/SRR19607210/SRR19607210.lite.1
SRR19607191,SAMN28950114,HTP_6_10_2021_enriched,HTP_6_10_2021_enriched,Targeted-Capture,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,4133028,834871656,202,247,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19607/SRR19607191/SRR19607191.lite.1
SRR19607194,SAMN28950113,HTP_6_1_2021_enriched,HTP_6_1_2021_enriched,Targeted-Capture,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,5041977,1018479354,202,316,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19607/SRR19607194/SRR19607194.lite.1
SRR19607196,SAMN28950112,HTP_6_1_2020_amplicon,HTP_6_1_2020_amplicon,AMPLICON,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,9363438,2827758276,302,891,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19607/SRR19607196/SRR19607196.lite.1
SRR19607198,SAMN28950039,HTP_1_24_2021_amplicon,HTP_1_24_2021_amplicon,AMPLICON,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,10749735,3246419970,302,1012,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR019/19607/SRR19607198/SRR19607198.lite.1
