Run,BioSample,SampleName,LibraryName,LibraryStrategy,LibrarySource,LibraryLayout,Platform,Model,spots,bases,avgLength,size_MB,download_path
SRR14530880,SAMN19168011,HTP_9_29_2020_INF_unenriched,HTP_9_29_2020_INF_unenriched,RNA-Seq,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,13626688,2752590976,202,783,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14530/SRR14530880/SRR14530880.lite.1
SRR14530849,SAMN19168039,HTP_01_03_2021,HTP_01_03_2021,Targeted-Capture,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,990379,200056558,202,60,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14530/SRR14530849/SRR14530849.lite.1
SRR14530848,SAMN19168040,HTP_11_24_2020,HTP_11_24_2020,Targeted-Capture,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,1479324,298823448,202,85,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14530/SRR14530848/SRR14530848.lite.1
SRR14530847,SAMN19168041,HTP_11_3_2020,HTP_11_3_2020,Targeted-Capture,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,1073151,216776502,202,62,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14530/SRR14530847/SRR14530847.lite.1
SRR14530846,SAMN19168042,HTP_12_04_2020,HTP_12_04_2020,Targeted-Capture,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,1264824,255494448,202,73,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14530/SRR14530846/SRR14530846.lite.1
SRR14530845,SAMN19168043,HTP_12_22_2020,HTP_12_22_2020,Targeted-Capture,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,1298420,262280840,202,76,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14530/SRR14530845/SRR14530845.lite.1
SRR14530844,SAMN19168044,HTP_12_29_2020,HTP_12_29_2020,Targeted-Capture,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,1142935,230872870,202,77,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14530/SRR14530844/SRR14530844.lite.1
SRR14530843,SAMN19168045,HTP_9_22_2020,HTP_9_22_2020,Targeted-Capture,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,1294643,261517886,202,75,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14530/SRR14530843/SRR14530843.lite.1
SRR14530842,SAMN19168046,HTP_9_29_2020,HTP_9_29_2020,Targeted-Capture,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,1603711,323949622,202,93,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14530/SRR14530842/SRR14530842.lite.1
SRR14530820,SAMN19167889,HTP_10_02_2020,HTP_10_02_2020,Targeted-Capture,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,3441208,1039244816,302,317,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14530/SRR14530820/SRR14530820.lite.1
SRR14530819,SAMN19167890,HTP_10_13_2020,HTP_10_13_2020,Targeted-Capture,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,3357535,1013975570,302,310,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14530/SRR14530819/SRR14530819.lite.1
SRR14530812,SAMN19167891,HTP_10_20_2020,HTP_10_20_2020,Targeted-Capture,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,3094229,934457158,302,285,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14530/SRR14530812/SRR14530812.lite.1
SRR14530801,SAMN19167892,HTP_10_27_2020,HTP_10_27_2020,Targeted-Capture,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,3477646,1050249092,302,322,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14530/SRR14530801/SRR14530801.lite.1
SRR14530790,SAMN19167893,HTP_8_11_2020,HTP_8_11_2020,Targeted-Capture,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,1901768,574333936,302,177,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14530/SRR14530790/SRR14530790.lite.1
SRR14530779,SAMN19167894,HTP_8_18_2020,HTP_8_18_2020,Targeted-Capture,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,3810545,1150784590,302,357,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14530/SRR14530779/SRR14530779.lite.1
SRR14530772,SAMN19167945,HTP_10_02_2020_INF_unenriched,HTP_10_02_2020_INF_unenriched,RNA-Seq,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,4595209,1387753118,302,463,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14530/SRR14530772/SRR14530772.lite.1
SRR14530771,SAMN19167946,HTP_10_13_2020_INF_unenriched,HTP_10_13_2020_INF_unenriched,RNA-Seq,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,2179170,658109340,302,214,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14530/SRR14530771/SRR14530771.lite.1
SRR14530770,SAMN19167947,HTP_10_20_2020_INF_unenriched,HTP_10_20_2020_INF_unenriched,RNA-Seq,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,4350744,1313924688,302,440,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14530/SRR14530770/SRR14530770.lite.1
SRR14530769,SAMN19167948,HTP_10_27_2020_INF_unenriched,HTP_10_27_2020_INF_unenriched,RNA-Seq,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,4215471,1273072242,302,430,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14530/SRR14530769/SRR14530769.lite.1
SRR14530767,SAMN19167949,HTP_8_11_2020_INF_unenriched,HTP_8_11_2020_INF_unenriched,RNA-Seq,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,3318348,1002141096,302,338,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14530/SRR14530767/SRR14530767.lite.1
SRR14530766,SAMN19167950,HTP_8_18_2020_INF_unenriched,HTP_8_18_2020_INF_unenriched,RNA-Seq,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,2800039,845611778,302,281,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14530/SRR14530766/SRR14530766.lite.1
SRR14530768,SAMN19167895,HTP_8_25_2020,HTP_8_25_2020,Targeted-Capture,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,4066111,1227965522,302,368,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14530/SRR14530768/SRR14530768.lite.1
SRR14530765,SAMN19167951,HTP_8_25_2020_INF_unenriched,HTP_8_25_2020_INF_unenriched,RNA-Seq,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,3486258,1052849916,302,342,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14530/SRR14530765/SRR14530765.lite.1
SRR14530764,SAMN19167952,HTP_9_01_2020_INF_unenriched,HTP_9_01_2020_INF_unenriched,RNA-Seq,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,3604679,1088613058,302,366,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14530/SRR14530764/SRR14530764.lite.1
SRR14530763,SAMN19167953,HTP_9_08_2020_INF_unenriched,HTP_9_08_2020_INF_unenriched,RNA-Seq,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,3551002,1072402604,302,362,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14530/SRR14530763/SRR14530763.lite.1
SRR14530762,SAMN19167954,HTP_9_15_2020_INF_unenriched,HTP_9_15_2020_INF_unenriched,RNA-Seq,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,3579700,1081069400,302,360,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14530/SRR14530762/SRR14530762.lite.1
SRR14530757,SAMN19167896,HTP_9_01_2020,HTP_9_01_2020,Targeted-Capture,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,4286417,1294497934,302,401,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14530/SRR14530757/SRR14530757.lite.1
SRR14530746,SAMN19167897,HTP_9_08_2020,HTP_9_08_2020,Targeted-Capture,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,3233824,976614848,302,301,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14530/SRR14530746/SRR14530746.lite.1
SRR14530735,SAMN19167898,HTP_9_15_2020,HTP_9_15_2020,Targeted-Capture,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,2807360,847822720,302,258,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14530/SRR14530735/SRR14530735.lite.1
SRR18341133,SAMN26732548,HTP_5_9_2021,HTP_5_9_2021,RNA-Seq,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,19219200,3882278400,202,1176,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR018/18341/SRR18341133/SRR18341133.lite.1
SRR18341134,SAMN26732547,HTP_5_6_2021,HTP_5_6_2021,RNA-Seq,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,18028259,3641708318,202,1088,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18341/SRR18341134/SRR18341134.lite.1
SRR18341131,SAMN26732550,HTP_6_10_2021,HTP_6_10_2021,RNA-Seq,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,35441428,7159168456,202,2120,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18341/SRR18341131/SRR18341131.lite.1
SRR18341130,SAMN26732551,HTP_6_15_2021,HTP_6_15_2021,RNA-Seq,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,28581122,5773386644,202,1732,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR018/18341/SRR18341130/SRR18341130.lite.1
SRR18341132,SAMN26732549,HTP_6_1_2021,HTP_6_1_2021,RNA-Seq,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,53966640,10901261280,202,3474,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR018/18341/SRR18341132/SRR18341132.lite.1
SRR18341129,SAMN26732552,HTP_6_20_2021,HTP_6_20_2021,RNA-Seq,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,28332194,5723103188,202,1736,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR018/18341/SRR18341129/SRR18341129.lite.1
SRR18341128,SAMN26732553,HTP_6_24_2021,HTP_6_24_2021,RNA-Seq,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,33680979,6803557758,202,2058,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR018/18341/SRR18341128/SRR18341128.lite.1
SRR18341127,SAMN26732554,HTP_6_27_2021,HTP_6_27_2021,RNA-Seq,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,45725584,9236567968,202,2760,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR018/18341/SRR18341127/SRR18341127.lite.1
SRR18341126,SAMN26732555,HTP_6_3_2021,HTP_6_3_2021,RNA-Seq,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,31242591,6311003382,202,1929,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR018/18341/SRR18341126/SRR18341126.lite.1
SRR18341125,SAMN26732556,HTP_6_6_2021,HTP_6_6_2021,RNA-Seq,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,50748094,10251114988,202,3102,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR018/18341/SRR18341125/SRR18341125.lite.1
SRR18341123,SAMN26732557,HTP_7_1_2021,HTP_7_1_2021,RNA-Seq,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,43201688,8726740976,202,2619,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18341/SRR18341123/SRR18341123.lite.1
SRR18341122,SAMN26732558,HTP_7_13_2021,HTP_7_13_2021,RNA-Seq,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,29636432,5986559264,202,1789,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR018/18341/SRR18341122/SRR18341122.lite.1
SRR18341121,SAMN26732559,HTP_7_15_2021,HTP_7_15_2021,RNA-Seq,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,36078362,7287829124,202,2193,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18341/SRR18341121/SRR18341121.lite.1
SRR18341120,SAMN26732560,HTP_7_22_2021,HTP_7_22_2021,RNA-Seq,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,33006348,6667282296,202,1990,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18341/SRR18341120/SRR18341120.lite.1
SRR18341119,SAMN26732561,HTP_7_29_2021,HTP_7_29_2021,RNA-Seq,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,43889785,8865736570,202,2661,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR018/18341/SRR18341119/SRR18341119.lite.1
SRR18341118,SAMN26732562,HTP_7_8_2021,HTP_7_8_2021,RNA-Seq,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,26946502,5443193404,202,1642,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR018/18341/SRR18341118/SRR18341118.lite.1
SRR18341081,SAMN26732536,HTP_5_11_2021,HTP_5_11_2021,RNA-Seq,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,18479773,3732914146,202,1135,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18341/SRR18341081/SRR18341081.lite.1
SRR18341079,SAMN26732537,HTP_5_13_2021,HTP_5_13_2021,RNA-Seq,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,19135374,3865345548,202,1153,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18341/SRR18341079/SRR18341079.lite.1
SRR18341078,SAMN26732538,HTP_5_16_2021,HTP_5_16_2021,RNA-Seq,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,63138081,12753892362,202,3862,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR018/18341/SRR18341078/SRR18341078.lite.1
SRR18341077,SAMN26732539,HTP_5_18_2021,HTP_5_18_2021,RNA-Seq,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,60462482,12213421364,202,3752,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18341/SRR18341077/SRR18341077.lite.1
SRR18341075,SAMN26732541,HTP_5_20_2021,HTP_5_20_2021,RNA-Seq,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,54066214,10921375228,202,3267,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR018/18341/SRR18341075/SRR18341075.lite.1
SRR18341074,SAMN26732542,HTP_5_23_2021,HTP_5_23_2021,RNA-Seq,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,53349248,10776548096,202,3359,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18341/SRR18341074/SRR18341074.lite.1
SRR18341073,SAMN26732543,HTP_5_24_2021,HTP_5_24_2021,RNA-Seq,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,32477043,6560362686,202,2016,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18341/SRR18341073/SRR18341073.lite.1
SRR18341076,SAMN26732540,HTP_5_2_2021,HTP_5_2_2021,RNA-Seq,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,27981855,5652334710,202,1712,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR018/18341/SRR18341076/SRR18341076.lite.1
SRR18341072,SAMN26732544,HTP_5_25_2021,HTP_5_25_2021,RNA-Seq,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,41552492,8393603384,202,2675,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR018/18341/SRR18341072/SRR18341072.lite.1
SRR18341071,SAMN26732545,HTP_5_31_2021,HTP_5_31_2021,RNA-Seq,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,45560441,9203209082,202,2865,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR018/18341/SRR18341071/SRR18341071.lite.1
SRR18341070,SAMN26732546,HTP_5_4_2021,HTP_5_4_2021,RNA-Seq,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,21033696,4248806592,202,1276,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18341/SRR18341070/SRR18341070.lite.1
SRR18341033,SAMN26732492,HTP_1_10_21,HTP_1_10_21,RNA-Seq,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,16123940,3257035880,202,975,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR018/18341/SRR18341033/SRR18341033.lite.1
SRR18341029,SAMN26732496,HTP_1_21_21,HTP_1_21_21,RNA-Seq,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,33096849,6685563498,202,2009,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR018/18341/SRR18341029/SRR18341029.lite.1
SRR18341030,SAMN26732495,HTP_1_19_21,HTP_1_19_21,RNA-Seq,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,42128435,8509943870,202,2592,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR018/18341/SRR18341030/SRR18341030.lite.1
SRR18341031,SAMN26732494,HTP_1_14_21,HTP_1_14_21,RNA-Seq,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,35541273,7179337146,202,2168,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR018/18341/SRR18341031/SRR18341031.lite.1
SRR18341032,SAMN26732493,HTP_1_12_21,HTP_1_12_21,RNA-Seq,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,19397585,3918312170,202,1211,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18341/SRR18341032/SRR18341032.lite.1
SRR18341023,SAMN26732501,HTP_1_5_21,HTP_1_5_21,RNA-Seq,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,30197133,6099820866,202,1830,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR018/18341/SRR18341023/SRR18341023.lite.1
SRR18341024,SAMN26732500,HTP_1_31_21,HTP_1_31_21,RNA-Seq,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,31167284,6295791368,202,1899,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR018/18341/SRR18341024/SRR18341024.lite.1
SRR18341025,SAMN26732499,HTP_1_28_21,HTP_1_28_21,RNA-Seq,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,51529762,10409011924,202,3193,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR018/18341/SRR18341025/SRR18341025.lite.1
SRR18341026,SAMN26732498,HTP_1_26_21,HTP_1_26_21,RNA-Seq,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,14688921,2967162042,202,903,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR018/18341/SRR18341026/SRR18341026.lite.1
SRR18341027,SAMN26732497,HTP_1_24_21,HTP_1_24_21,RNA-Seq,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,14541009,2937283818,202,908,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR018/18341/SRR18341027/SRR18341027.lite.1
SRR18341022,SAMN26732502,HTP_1_7_21,HTP_1_7_21,RNA-Seq,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,30116471,6083527142,202,1829,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR018/18341/SRR18341022/SRR18341022.lite.1
SRR18341021,SAMN26732503,HTP_2_10_21,HTP_2_10_21,RNA-Seq,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,24322097,4913063594,202,1506,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18341/SRR18341021/SRR18341021.lite.1
SRR18341020,SAMN26732504,HTP_2_15_21,HTP_2_15_21,RNA-Seq,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,20575397,4156230194,202,1241,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR018/18341/SRR18341020/SRR18341020.lite.1
SRR18341019,SAMN26732505,HTP_2_16_21,HTP_2_16_21,RNA-Seq,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,21817522,4407139444,202,1325,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR018/18341/SRR18341019/SRR18341019.lite.1
SRR18341018,SAMN26732506,HTP_2_18_21,HTP_2_18_21,RNA-Seq,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,42161537,8516630474,202,2603,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR018/18341/SRR18341018/SRR18341018.lite.1
SRR18341015,SAMN26732508,HTP_2_21_21,HTP_2_21_21,RNA-Seq,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,15309642,3092547684,202,942,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR018/18341/SRR18341015/SRR18341015.lite.1
SRR18341014,SAMN26732509,HTP_2_23_21,HTP_2_23_21,RNA-Seq,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,20105076,4061225352,202,1223,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR018/18341/SRR18341014/SRR18341014.lite.1
SRR18341016,SAMN26732507,HTP_2_2_21,HTP_2_2_21,RNA-Seq,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,22119886,4468216972,202,1331,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR018/18341/SRR18341016/SRR18341016.lite.1
SRR18340983,SAMN26732512,HTP_2_7_21,HTP_2_7_21,RNA-Seq,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,26508968,5354811536,202,1621,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR018/18340/SRR18340983/SRR18340983.lite.1
SRR18340984,SAMN26732511,HTP_2_4_21,HTP_2_4_21,RNA-Seq,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,45571835,9205510670,202,2776,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR018/18340/SRR18340984/SRR18340984.lite.1
SRR18340985,SAMN26732510,HTP_2_28_21,HTP_2_28_21,RNA-Seq,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,19406249,3920062298,202,1177,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR018/18340/SRR18340985/SRR18340985.lite.1
SRR18340982,SAMN26732513,HTP_2_9_21,HTP_2_9_21,RNA-Seq,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,28860531,5829827262,202,1742,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR018/18340/SRR18340982/SRR18340982.lite.1
SRR18340981,SAMN26732514,HTP_3_11_21,HTP_3_11_21,RNA-Seq,METATRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina NovaSeq 6000,88897609,17957317018,202,5455,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR018/18340/SRR18340981/SRR18340981.lite.1
